time,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure,cloud_cover,precipitation,us_aqi,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,month,hour
2025-10-14 06:00:00,21.9,67,8.7,993.6,0,0.0,158,72.2,83.4,945.0,19.5,10.4,40.0,20.0,10,6
2025-10-14 07:00:00,21.9,67,7.3,994.0,0,0.0,158,73.1,86.4,1100.0,19.6,10.3,39.0,20.0,10,7
2025-10-14 08:00:00,23.3,61,2.3,994.7,0,0.0,157,66.4,78.5,1163.0,18.3,10.5,48.0,23.0,10,8
2025-10-14 09:00:00,25.8,52,2.0,995.2,0,0.0,157,56.5,73.1,1054.0,14.5,11.3,79.0,29.0,10,9
2025-10-14 10:00:00,28.3,43,2.2,995.4,0,0.0,156,46.3,67.1,853.0,9.3,12.4,120.0,37.0,10,10
2025-10-14 11:00:00,30.7,37,2.4,995.1,0,0.0,156,41.9,63.1,669.0,5.2,13.0,150.0,41.0,10,11
2025-10-14 12:00:00,32.5,31,3.0,994.4,0,0.0,156,37.7,58.8,527.0,3.0,12.6,160.0,40.0,10,12
2025-10-14 13:00:00,33.6,24,5.7,993.6,0,0.0,156,34.6,53.1,403.0,1.8,11.6,159.0,36.0,10,13
2025-10-14 14:00:00,33.9,23,7.6,992.7,0,0.0,155,33.3,49.2,333.0,2.1,10.7,153.0,31.0,10,14
2025-10-14 15:00:00,33.7,24,8.4,992.2,0,0.0,155,32.7,46.8,310.0,4.1,9.9,143.0,26.0,10,15
2025-10-14 16:00:00,33.2,26,8.3,991.9,0,0.0,155,34.1,44.7,341.0,7.6,9.2,129.0,21.0,10,16
2025-10-14 17:00:00,32.4,28,7.1,991.6,0,0.0,155,32.4,38.3,483.0,13.1,8.9,108.0,11.0,10,17
2025-10-14 18:00:00,31.2,32,5.5,991.9,0,0.0,155,43.4,49.2,847.0,17.1,9.3,97.0,11.0,10,18
2025-10-14 19:00:00,29.6,39,6.9,992.2,0,0.0,155,51.3,57.3,1321.0,22.4,9.9,82.0,11.0,10,19
2025-10-14 20:00:00,27.8,47,6.4,992.5,0,0.0,154,57.2,63.1,1634.0,25.9,10.3,71.0,11.0,10,20
2025-10-14 21:00:00,26.3,52,7.6,992.9,0,0.0,154,61.5,67.3,1644.0,25.9,10.5,67.0,11.0,10,21
2025-10-14 22:00:00,25.4,53,9.6,992.9,0,0.0,154,64.7,70.3,1492.0,24.0,10.6,67.0,11.0,10,22
2025-10-14 23:00:00,24.9,55,9.7,992.9,0,0.0,153,64.0,69.4,1325.0,21.6,10.6,67.0,10.0,10,23
2025-10-15 00:00:00,24.7,51,9.9,992.8,0,0.0,153,58.0,62.2,1181.0,18.8,10.4,68.0,8.0,10,0
2025-10-15 01:00:00,24.2,49,11.2,993.0,0,0.0,151,50.5,53.1,1022.0,15.5,10.1,69.0,4.0,10,1
2025-10-15 02:00:00,23.6,50,11.6,992.5,0,0.0,150,42.7,44.6,884.0,13.1,9.8,69.0,3.0,10,2
2025-10-15 03:00:00,22.9,52,12.1,992.6,0,0.0,145,36.0,38.5,762.0,12.0,9.5,65.0,5.0,10,3
2025-10-15 04:00:00,22.4,52,11.5,992.4,0,0.0,141,31.2,35.6,661.0,11.8,9.3,60.0,9.0,10,4
2025-10-15 05:00:00,22.3,55,11.2,992.9,0,0.0,136,23.2,30.3,629.0,11.1,9.0,59.0,13.0,10,5
2025-10-15 06:00:00,22.0,56,6.7,993.4,0,0.0,131,22.9,31.7,730.0,12.7,8.6,52.0,13.0,10,6
2025-10-15 07:00:00,21.8,58,3.6,994.3,0,0.0,125,27.6,37.0,900.0,14.8,7.9,45.0,14.0,10,7
2025-10-15 08:00:00,23.0,54,3.1,995.2,0,0.0,121,30.9,38.5,992.0,15.4,7.5,48.0,14.0,10,8
2025-10-15 09:00:00,25.2,47,1.3,995.8,0,0.0,117,27.7,37.0,928.0,12.9,7.4,72.0,14.0,10,9
2025-10-15 10:00:00,27.3,41,0.6,995.8,0,0.0,114,27.8,35.9,786.0,8.9,7.5,107.0,13.0,10,10
2025-10-15 11:00:00,29.3,37,1.4,995.7,0,0.0,112,28.1,35.0,656.0,5.7,7.6,136.0,13.0,10,11
2025-10-15 12:00:00,31.2,33,2.4,995.2,0,0.0,111,28.0,34.3,565.0,3.8,7.7,154.0,13.0,10,12
2025-10-15 13:00:00,32.4,31,2.8,994.6,0,0.0,110,27.1,33.3,485.0,2.8,7.9,165.0,13.0,10,13
2025-10-15 14:00:00,33.2,28,4.3,993.7,0,0.0,109,26.0,32.1,426.0,3.1,7.9,167.0,12.0,10,14
2025-10-15 15:00:00,33.5,25,7.1,993.5,0,0.0,108,24.6,30.7,361.0,5.1,7.6,156.0,11.0,10,15
2025-10-15 16:00:00,32.8,26,9.5,993.2,0,0.0,107,24.6,30.3,317.0,8.5,7.1,136.0,9.0,10,16
2025-10-15 17:00:00,32.2,26,7.2,993.3,0,0.0,106,32.6,38.2,380.0,14.0,7.4,104.0,11.0,10,17
2025-10-15 18:00:00,30.6,31,7.2,993.6,0,0.0,106,46.3,51.8,657.0,22.7,8.5,89.0,11.0,10,18
2025-10-15 19:00:00,29.0,37,7.6,993.8,0,0.0,107,61.7,67.3,1041.0,34.6,10.1,68.0,11.0,10,19
2025-10-15 20:00:00,27.7,42,6.9,994.0,0,0.0,108,76.1,82.0,1295.0,43.0,11.3,52.0,11.0,10,20
2025-10-15 21:00:00,26.8,46,5.8,994.5,0,0.0,110,89.4,95.0,1298.0,45.4,11.9,44.0,11.0,10,21
2025-10-15 22:00:00,25.8,50,6.5,994.5,0,0.0,112,99.9,105.2,1172.0,44.3,12.1,40.0,10.0,10,22
2025-10-15 23:00:00,24.9,57,5.6,994.6,0,0.0,116,98.5,103.4,1046.0,40.4,11.9,40.0,9.0,10,23
2025-10-16 00:00:00,24.2,61,6.2,994.2,0,0.0,120,80.1,84.1,954.0,32.1,10.9,47.0,8.0,10,0
2025-10-16 01:00:00,23.7,61,7.2,994.3,0,0.0,122,61.7,64.7,863.0,21.1,9.5,59.0,6.0,10,1
2025-10-16 02:00:00,23.2,60,6.8,994.1,0,0.0,123,52.2,54.8,800.0,12.9,8.5,68.0,5.0,10,2
2025-10-16 03:00:00,22.7,61,6.2,994.1,0,0.0,124,47.1,49.4,764.0,10.1,8.4,70.0,4.0,10,3
2025-10-16 04:00:00,22.2,62,5.4,993.9,0,0.0,125,43.8,45.5,757.0,10.2,8.7,68.0,3.0,10,4
2025-10-16 05:00:00,22.2,66,5.1,993.9,0,0.0,127,55.1,58.2,806.0,11.9,8.9,61.0,6.0,10,5
2025-10-16 06:00:00,21.9,67,6.3,994.4,0,0.0,130,53.1,55.9,987.0,13.9,8.9,57.0,5.0,10,6
2025-10-16 07:00:00,21.8,67,6.8,995.1,0,0.0,133,57.3,60.1,1226.0,16.4,8.8,53.0,4.0,10,7
2025-10-16 08:00:00,23.4,61,2.5,995.6,0,0.0,136,49.8,52.4,1322.0,17.0,9.2,59.0,5.0,10,8
2025-10-16 09:00:00,26.0,51,0.7,996.3,0,0.0,138,37.3,42.3,1144.0,13.9,10.6,85.0,10.0,10,9
2025-10-16 10:00:00,28.6,42,1.1,996.5,0,0.0,139,30.4,39.2,824.0,9.0,12.3,121.0,16.0,10,10
2025-10-16 11:00:00,31.0,35,3.8,995.8,0,0.0,139,24.2,34.8,563.0,5.0,12.9,148.0,20.0,10,11
2025-10-16 12:00:00,32.6,29,5.3,995.3,0,0.0,139,22.3,29.7,434.0,2.7,11.2,158.0,18.0,10,12
2025-10-16 13:00:00,33.2,27,5.4,994.5,0,0.0,138,21.9,27.9,363.0,1.4,8.3,159.0,14.0,10,13
2025-10-16 14:00:00,33.5,26,5.6,993.7,0,0.0,138,20.7,25.8,329.0,1.8,6.1,155.0,10.0,10,14
2025-10-16 15:00:00,33.5,26,6.4,993.5,0,0.0,137,20.0,24.7,315.0,4.4,5.4,144.0,8.0,10,15
2025-10-16 16:00:00,33.1,26,7.2,993.4,0,0.0,137,22.8,26.5,339.0,8.7,5.3,128.0,7.0,10,16
2025-10-16 17:00:00,32.4,27,7.0,993.4,0,0.0,137,29.8,32.7,432.0,15.4,5.9,110.0,6.0,10,17
2025-10-16 18:00:00,30.8,31,7.5,993.5,0,0.0,136,43.2,46.2,654.0,21.2,6.7,98.0,6.0,10,18
2025-10-16 19:00:00,29.5,34,6.7,994.1,0,0.0,136,55.4,58.7,944.0,29.0,7.9,80.0,6.0,10,19
2025-10-16 20:00:00,28.1,37,6.1,994.7,0,0.0,135,63.8,67.1,1153.0,34.6,8.9,67.0,6.0,10,20
2025-10-16 21:00:00,27.1,40,6.0,995.3,0,0.0,134,71.0,74.3,1209.0,36.0,9.8,61.0,6.0,10,21
2025-10-16 22:00:00,26.3,42,5.7,995.5,0,0.0,132,81.3,84.5,1183.0,35.1,10.5,59.0,6.0,10,22
2025-10-16 23:00:00,25.5,47,3.4,995.5,0,0.0,130,87.3,90.6,1139.0,32.8,10.8,58.0,6.0,10,23
2025-10-17 00:00:00,24.7,51,6.0,995.2,0,0.0,129,84.8,87.8,1092.0,28.7,10.2,59.0,5.0,10,0
2025-10-17 01:00:00,24.1,54,7.3,995.0,0,0.0,130,78.0,80.6,1028.0,23.3,9.1,61.0,5.0,10,1
2025-10-17 02:00:00,23.6,57,8.1,995.1,0,0.0,131,70.8,73.1,964.0,18.8,8.2,63.0,4.0,10,2
2025-10-17 03:00:00,23.0,59,9.1,995.0,0,0.0,133,65.4,67.5,886.0,15.9,7.7,63.0,4.0,10,3
2025-10-17 04:00:00,22.5,61,9.3,995.0,0,0.0,135,61.7,63.8,808.0,13.8,7.4,63.0,4.0,10,4
2025-10-17 05:00:00,23.0,64,8.2,995.1,0,0.0,137,54.8,57.6,792.0,11.7,9.2,65.0,5.0,10,5
2025-10-17 06:00:00,22.7,66,8.7,995.6,0,0.0,137,50.2,53.2,917.0,12.6,10.8,64.0,5.0,10,6
2025-10-17 07:00:00,22.5,68,8.5,996.2,0,0.0,137,50.3,54.0,1104.0,13.6,12.9,64.0,6.0,10,7
2025-10-17 08:00:00,24.2,63,3.7,997.0,0,0.0,136,45.8,49.6,1182.0,13.4,14.5,72.0,7.0,10,8
2025-10-17 09:00:00,26.6,54,0.6,997.7,0,0.0,136,40.4,47.0,1042.0,10.8,15.3,94.0,11.0,10,9
2025-10-17 10:00:00,29.2,46,0.7,997.9,0,0.0,136,36.7,45.5,793.0,6.9,15.5,124.0,16.0,10,10
2025-10-17 11:00:00,31.7,37,3.4,997.5,0,0.0,137,31.2,41.2,587.0,3.8,15.0,146.0,19.0,10,11
2025-10-17 12:00:00,33.0,31,3.7,996.7,0,0.0,137,27.1,36.1,478.0,2.0,13.3,156.0,18.0,10,12
2025-10-17 13:00:00,33.6,29,3.5,996.0,0,0.0,138,24.9,31.8,413.0,1.1,10.8,159.0,14.0,10,13
2025-10-17 14:00:00,34.0,28,4.2,995.1,0,0.0,138,24.4,30.3,379.0,1.8,8.9,156.0,11.0,10,14
2025-10-17 15:00:00,34.0,27,5.5,994.8,0,0.0,138,24.7,29.9,352.0,4.6,7.9,146.0,9.0,10,15
2025-10-17 16:00:00,33.6,28,7.2,994.5,0,0.0,139,27.9,31.9,356.0,9.1,7.4,129.0,7.0,10,16
2025-10-17 17:00:00,33.0,28,7.3,994.4,0,0.0,139,38.4,42.4,459.0,15.1,7.6,111.0,8.0,10,17
2025-10-17 18:00:00,31.4,32,6.7,994.8,0,0.0,140,52.0,56.1,753.0,21.9,8.5,98.0,8.0,10,18
2025-10-17 19:00:00,30.3,35,6.9,995.1,0,0.0,141,65.7,69.8,1146.0,31.3,9.8,81.0,8.0,10,19
2025-10-17 20:00:00,29.6,37,7.7,995.6,0,0.0,142,78.5,82.9,1420.0,38.0,10.9,67.0,8.0,10,20
2025-10-17 21:00:00,28.5,40,7.6,996.0,0,0.0,144,88.7,93.1,1475.0,39.9,11.8,61.0,8.0,10,21
2025-10-17 22:00:00,27.1,45,7.0,996.2,0,0.0,146,99.4,103.8,1412.0,39.1,12.6,58.0,8.0,10,22
2025-10-17 23:00:00,26.3,51,5.6,996.2,0,0.0,148,105.9,110.1,1320.0,37.0,12.8,57.0,8.0,10,23
2025-10-18 00:00:00,25.6,55,5.6,995.7,0,0.0,150,103.4,107.3,1206.0,33.5,12.3,57.0,7.0,10,0
2025-10-18 01:00:00,25.0,59,5.9,995.6,0,0.0,150,98.5,102.2,1062.0,28.7,11.2,57.0,7.0,10,1
2025-10-18 02:00:00,24.2,62,5.9,995.1,0,0.0,151,92.4,95.9,952.0,24.3,10.2,58.0,6.0,10,2
2025-10-18 03:00:00,23.7,64,6.2,995.1,0,0.0,152,84.8,87.5,891.0,20.5,9.3,58.0,6.0,10,3
2025-10-18 04:00:00,23.2,65,6.7,995.3,0,0.0,152,78.2,81.0,863.0,17.1,8.5,57.0,5.0,10,4
2025-10-18 05:00:00,23.1,68,5.7,995.4,0,0.0,153,78.9,81.7,891.0,15.3,8.2,57.0,5.0,10,5
2025-10-18 06:00:00,23.0,66,6.1,995.7,0,0.0,153,74.0,76.8,1046.0,17.3,8.3,53.0,5.0,10,6
2025-10-18 07:00:00,22.8,67,6.4,996.1,0,0.0,154,78.9,82.4,1256.0,19.9,8.5,50.0,5.0,10,7
2025-10-18 08:00:00,24.5,60,4.6,996.7,0,0.0,155,72.4,75.4,1324.0,20.1,8.8,58.0,6.0,10,8
2025-10-18 09:00:00,27.3,51,1.5,997.5,0,0.0,156,58.6,63.3,1109.0,15.7,9.6,90.0,7.0,10,9
2025-10-18 10:00:00,29.7,43,1.9,997.5,0,0.0,156,48.0,55.1,753.0,9.0,10.5,133.0,9.0,10,10
2025-10-18 11:00:00,31.9,35,4.2,997.1,0,0.0,157,39.9,45.3,482.0,3.9,10.7,165.0,10.0,10,11
2025-10-18 12:00:00,32.8,32,3.8,996.4,0,0.0,157,35.2,39.2,398.0,1.7,9.4,175.0,9.0,10,12
2025-10-18 13:00:00,33.4,30,4.1,995.3,0,0.0,157,32.8,36.6,401.0,1.1,7.3,172.0,8.0,10,13
2025-10-18 14:00:00,33.7,29,5.0,994.5,0,0.0,157,31.7,35.0,414.0,2.0,5.7,165.0,6.0,10,14
2025-10-18 15:00:00,33.6,29,6.2,994.0,0,0.0,158,30.7,33.9,397.0,4.9,5.1,152.0,5.0,10,15
2025-10-18 16:00:00,33.1,30,8.2,993.5,0,0.0,158,33.8,36.1,392.0,9.3,4.9,135.0,4.0,10,16
2025-10-18 17:00:00,32.3,31,9.0,993.6,0,0.0,158,45.4,49.9,446.0,14.7,4.8,110.0,8.0,10,17
2025-10-18 18:00:00,30.6,35,9.8,993.8,0,0.0,158,58.2,62.6,614.0,21.4,6.0,96.0,8.0,10,18
2025-10-18 19:00:00,29.8,37,8.3,994.1,0,0.0,158,70.8,75.4,842.0,30.6,7.7,78.0,9.0,10,19
2025-10-18 20:00:00,28.5,43,7.4,994.4,0,0.0,159,80.3,85.2,1015.0,36.3,9.0,64.0,9.0,10,20
2025-10-18 21:00:00,27.3,48,6.1,994.6,0,0.0,159,85.9,90.8,1086.0,35.7,9.6,60.0,10.0,10,21
2025-10-18 22:00:00,26.6,51,5.8,994.7,0,0.0,159,89.4,94.8,1103.0,31.6,9.9,61.0,10.0,10,22
2025-10-18 23:00:00,26.1,55,6.2,994.8,0,0.0,158,85.2,91.0,1095.0,27.0,9.9,63.0,11.0,10,23
2025-10-19 00:00:00,25.4,57,7.4,994.6,0,0.0,158,73.8,80.1,1062.0,22.3,9.3,64.0,12.0,10,0
2025-10-19 01:00:00,24.5,61,8.3,994.3,0,0.0,157,64.3,71.5,1005.0,17.1,8.5,66.0,12.0,10,1
2025-10-19 02:00:00,23.7,65,7.6,994.0,0,0.0,156,57.7,65.9,955.0,13.2,8.3,68.0,15.0,10,2
2025-10-19 03:00:00,23.1,65,7.8,994.0,0,0.0,155,53.9,64.3,913.0,11.4,9.2,69.0,21.0,10,3
2025-10-19 04:00:00,22.7,64,8.1,993.9,0,0.0,154,51.8,65.9,879.0,11.0,10.8,69.0,28.0,10,4
2025-10-19 05:00:00,22.9,67,8.4,994.4,0,0.0,153,40.2,64.5,885.0,9.2,14.1,76.0,45.0,10,5
2025-10-19 06:00:00,22.4,68,7.1,994.7,0,0.0,152,42.1,76.1,987.0,11.8,14.7,71.0,53.0,10,6
2025-10-19 07:00:00,22.2,69,5.8,995.4,0,0.0,151,50.4,96.6,1128.0,15.2,15.5,65.0,65.0,10,7
2025-10-19 08:00:00,23.6,64,3.3,996.4,0,0.0,150,50.6,95.5,1175.0,16.5,15.7,68.0,84.0,10,8
2025-10-19 09:00:00,26.3,53,2.5,997.0,0,0.0,148,44.7,110.6,1041.0,13.5,14.8,90.0,120.0,10,9
2025-10-19 10:00:00,28.9,43,1.9,997.1,0,0.0,146,46.7,135.5,811.0,8.4,13.2,122.0,162.0,10,10
2025-10-19 11:00:00,30.8,38,0.3,996.9,0,0.0,146,45.4,141.1,610.0,4.3,11.4,146.0,181.0,10,11
2025-10-19 12:00:00,32.7,31,1.5,996.3,0,0.0,147,36.4,113.6,472.0,2.1,9.2,154.0,156.0,10,12
2025-10-19 13:00:00,33.8,23,3.7,995.3,0,0.0,147,30.2,81.7,363.0,1.0,6.9,154.0,108.0,10,13
2025-10-19 14:00:00,34.2,20,6.1,994.2,0,0.0,147,25.9,62.2,296.0,1.8,5.1,148.0,70.0,10,14
2025-10-19 15:00:00,34.1,20,8.0,993.5,0,0.0,146,23.6,55.2,268.0,5.7,4.3,135.0,54.0,10,15
2025-10-19 16:00:00,33.5,21,9.0,992.9,0,0.0,145,26.9,53.1,283.0,11.6,4.2,117.0,48.0,10,16
2025-10-19 17:00:00,32.6,23,8.8,993.0,0,0.0,145,40.7,60.1,369.0,15.0,5.0,99.0,37.0,10,17
2025-10-19 18:00:00,31.2,25,9.4,993.2,0,0.0,144,49.0,67.5,594.0,17.4,5.8,92.0,34.0,10,18
2025-10-19 19:00:00,30.5,25,7.4,993.5,0,0.0,143,53.9,70.1,891.0,20.5,7.0,81.0,29.0,10,19
2025-10-19 20:00:00,29.5,27,5.7,993.8,0,0.0,141,56.3,69.4,1084.0,22.2,8.0,74.0,24.0,10,20
2025-10-19 21:00:00,27.7,32,8.5,994.2,0,0.0,139,58.1,68.2,1077.0,21.1,8.6,72.0,18.0,10,21
2025-10-19 22:00:00,26.7,38,7.9,994.3,0,0.0,136,60.1,67.3,966.0,18.6,9.0,72.0,12.0,10,22
2025-10-19 23:00:00,25.9,45,3.4,994.2,0,0.0,133,58.9,63.3,870.0,16.2,9.3,73.0,8.0,10,23
2025-10-20 00:00:00,25.3,47,2.5,994.1,1,0.0,130,55.1,57.3,827.0,14.5,9.5,73.0,6.0,10,0
2025-10-20 01:00:00,24.8,49,4.2,994.0,1,0.0,128,51.7,54.5,799.0,12.9,9.7,72.0,7.0,10,1
2025-10-20 02:00:00,23.9,52,5.1,993.8,0,0.0,127,49.1,55.6,789.0,11.9,9.9,72.0,12.0,10,2
2025-10-20 03:00:00,23.5,54,3.5,993.8,0,0.0,126,46.9,60.1,782.0,11.2,10.3,73.0,25.0,10,3
2025-10-20 04:00:00,23.1,57,3.8,993.6,0,0.0,125,44.8,65.7,793.0,11.0,10.7,75.0,41.0,10,4
2025-10-20 05:00:00,22.9,61,5.9,994.1,0,0.0,125,40.5,66.6,872.0,10.7,10.4,73.0,49.0,10,5
2025-10-20 06:00:00,22.3,64,6.1,994.5,0,0.0,125,40.6,71.5,1114.0,14.1,10.5,66.0,48.0,10,6
2025-10-20 07:00:00,22.1,67,4.3,995.1,0,0.0,124,48.9,83.8,1425.0,18.6,10.6,56.0,48.0,10,7
2025-10-20 08:00:00,23.6,62,1.0,995.8,0,0.0,124,50.6,77.5,1570.0,20.4,10.8,59.0,51.0,10,8
2025-10-20 09:00:00,26.2,53,0.7,996.7,0,0.0,124,39.2,74.7,1403.0,16.8,11.3,84.0,60.0,10,9
2025-10-20 10:00:00,28.7,46,0.7,996.7,0,0.0,124,36.4,80.1,1070.0,10.4,11.9,121.0,73.0,10,10
2025-10-20 11:00:00,30.6,42,2.7,996.4,8,0.0,123,35.9,78.9,776.0,5.3,11.9,149.0,83.0,10,11
2025-10-20 12:00:00,32.6,27,5.0,995.9,30,0.0,122,34.2,75.9,582.0,2.6,10.9,162.0,89.0,10,12
2025-10-20 13:00:00,33.1,23,5.8,995.0,30,0.0,121,31.0,79.2,426.0,1.2,9.4,167.0,92.0,10,13
2025-10-20 14:00:00,33.5,22,6.7,994.1,41,0.0,121,31.4,78.7,327.0,2.2,8.2,165.0,91.0,10,14
2025-10-20 15:00:00,33.3,21,8.2,993.8,32,0.0,122,32.4,77.8,293.0,6.7,7.6,153.0,83.0,10,15
2025-10-20 16:00:00,33.0,21,8.2,993.6,19,0.0,123,39.9,74.3,316.0,13.5,7.3,135.0,70.0,10,16
2025-10-20 17:00:00,31.9,21,3.5,993.4,11,0.0,124,51.1,88.9,386.0,16.5,8.0,112.0,72.0,10,17
2025-10-20 18:00:00,30.1,26,6.6,994.0,6,0.0,125,60.1,98.0,539.0,20.0,8.8,102.0,69.0,10,18
2025-10-20 19:00:00,28.8,33,10.6,994.5,10,0.0,127,66.4,101.3,740.0,24.8,10.0,88.0,65.0,10,19
2025-10-20 20:00:00,28.1,34,10.9,995.0,11,0.0,128,69.4,101.5,870.0,27.6,10.9,78.0,61.0,10,20
2025-10-20 21:00:00,27.3,36,10.6,995.5,4,0.0,129,70.5,100.4,862.0,26.8,11.5,75.0,56.0,10,21
2025-10-20 22:00:00,26.4,40,10.2,995.7,2,0.0,131,71.7,99.4,783.0,24.1,11.8,76.0,51.0,10,22
2025-10-20 23:00:00,25.5,48,8.5,995.6,3,0.0,132,70.5,94.5,717.0,21.4,11.9,75.0,45.0,10,23
2025-10-21 00:00:00,25.2,50,7.3,995.8,2,0.0,133,66.8,86.1,691.0,19.2,11.6,72.0,37.0,10,0
2025-10-21 01:00:00,24.9,51,6.4,995.6,1,0.0,134,65.4,80.1,677.0,17.0,11.0,68.0,28.0,10,1
2025-10-21 02:00:00,24.3,53,6.1,995.5,0,0.0,136,66.1,77.3,679.0,15.7,10.3,63.0,21.0,10,2
2025-10-21 03:00:00,23.7,55,5.8,995.7,7,0.0,137,68.7,77.5,685.0,15.7,9.4,56.0,16.0,10,3
2025-10-21 04:00:00,23.1,57,6.5,995.8,23,0.0,140,71.0,77.8,705.0,16.5,8.5,47.0,13.0,10,4
2025-10-21 05:00:00,22.8,61,7.1,995.9,27,0.0,142,46.8,50.9,777.0,10.7,11.1,72.0,8.0,10,5
2025-10-21 06:00:00,22.5,63,8.5,996.4,12,0.0,143,51.8,55.2,979.0,14.3,10.4,62.0,6.0,10,6
2025-10-21 07:00:00,22.3,64,7.2,997.2,4,0.0,144,60.5,63.8,1232.0,19.1,9.5,51.0,4.0,10,7
2025-10-21 08:00:00,23.7,60,6.3,998.1,5,0.0,145,61.2,64.5,1332.0,21.0,9.2,52.0,6.0,10,8
2025-10-21 09:00:00,26.7,47,4.9,998.7,8,0.0,147,56.7,61.0,1137.0,17.5,10.1,79.0,13.0,10,9
2025-10-21 10:00:00,29.7,35,5.6,998.7,5,0.0,148,49.9,59.6,791.0,11.1,11.6,119.0,25.0,10,10
2025-10-21 11:00:00,31.8,30,6.4,998.5,17,0.0,150,44.4,63.8,516.0,6.1,12.4,150.0,37.0,10,11
2025-10-21 12:00:00,33.0,23,6.3,997.7,13,0.0,150,43.9,73.3,404.0,3.5,11.9,166.0,53.0,10,12
2025-10-21 13:00:00,33.4,21,6.0,996.9,23,0.0,150,45.3,82.4,365.0,2.1,10.7,173.0,71.0,10,13
2025-10-21 14:00:00,33.6,21,7.6,995.8,9,0.0,151,47.3,88.9,350.0,2.9,9.7,172.0,80.0,10,14
2025-10-21 15:00:00,33.4,22,9.9,995.6,12,0.0,151,47.5,87.8,334.0,6.8,8.9,159.0,74.0,10,15
2025-10-21 16:00:00,32.7,22,11.6,995.5,9,0.0,152,51.0,80.8,344.0,12.8,8.3,137.0,60.0,10,16
2025-10-21 17:00:00,31.8,25,9.5,995.7,18,0.0,152,63.1,80.3,407.0,17.8,8.9,105.0,32.0,10,17
2025-10-21 18:00:00,30.4,28,8.8,996.5,3,0.0,153,75.9,92.2,571.0,23.9,10.1,94.0,31.0,10,18
2025-10-21 19:00:00,29.6,30,8.2,996.8,1,0.0,153,87.1,102.9,788.0,32.3,11.8,78.0,30.0,10,19
2025-10-21 20:00:00,28.9,32,8.3,997.1,0,0.0,154,96.9,112.5,950.0,38.2,13.3,66.0,29.0,10,20
2025-10-21 21:00:00,27.8,36,7.0,997.3,0,0.0,154,104.8,119.7,1008.0,39.1,14.3,63.0,28.0,10,21
2025-10-21 22:00:00,26.3,41,7.1,997.5,0,0.0,155,112.9,127.6,1010.0,37.5,15.0,63.0,28.0,10,22
2025-10-21 23:00:00,25.5,50,4.8,997.1,0,0.0,157,118.3,132.7,992.0,36.8,15.6,62.0,27.0,10,23
2025-10-22 00:00:00,25.3,52,4.0,997.2,0,0.0,158,120.1,134.1,948.0,38.1,16.0,58.0,27.0,10,0
2025-10-22 01:00:00,24.7,54,2.1,997.3,0,0.0,160,124.8,139.2,884.0,40.2,16.2,52.0,26.0,10,1
2025-10-22 02:00:00,24.3,56,1.9,997.3,0,0.0,161,131.8,145.8,853.0,42.5,16.6,45.0,26.0,10,2
2025-10-22 03:00:00,23.8,59,0.6,997.7,0,0.0,163,137.8,151.8,855.0,45.2,17.5,35.0,26.0,10,3
2025-10-22 04:00:00,23.0,61,4.9,997.6,0,0.0,165,137.8,151.3,890.0,48.2,18.6,24.0,26.0,10,4
2025-10-22 05:00:00,22.2,67,4.6,997.7,0,0.0,167,149.5,161.1,1012.0,47.8,17.2,27.0,22.0,10,5
2025-10-22 06:00:00,21.9,68,2.9,998.0,0,0.0,170,155.1,166.7,1353.0,53.5,18.0,24.0,20.0,10,6
2025-10-22 07:00:00,22.1,67,2.0,998.4,0,0.0,174,171.4,183.0,1781.0,60.6,19.0,22.0,17.0,10,7
2025-10-22 08:00:00,24.0,58,1.5,999.2,0,0.0,177,187.7,196.0,1947.0,60.4,18.8,35.0,15.0,10,8
2025-10-22 09:00:00,27.6,45,1.3,999.8,0,0.0,181,153.7,162.1,1599.0,45.7,16.4,79.0,14.0,10,9
2025-10-22 10:00:00,30.4,36,2.6,999.9,0,0.0,184,93.1,100.8,988.0,23.8,12.9,138.0,13.0,10,10
2025-10-22 11:00:00,32.1,28,3.0,999.3,0,0.0,185,73.1,80.6,525.0,7.2,10.2,181.0,14.0,10,11
2025-10-22 12:00:00,33.1,25,3.2,998.5,0,0.0,186,66.1,74.5,387.0,1.4,9.3,193.0,17.0,10,12
2025-10-22 13:00:00,33.9,23,3.4,997.4,0,0.0,186,62.9,72.6,395.0,0.9,9.3,187.0,21.0,10,13
2025-10-22 14:00:00,34.2,22,3.8,996.3,0,0.0,187,61.0,73.1,424.0,2.7,9.2,176.0,23.0,10,14
2025-10-22 15:00:00,34.0,22,5.6,995.5,0,0.0,187,60.5,74.3,408.0,6.3,8.6,159.0,23.0,10,15
2025-10-22 16:00:00,33.4,23,7.5,995.1,0,0.0,188,63.8,75.7,412.0,12.1,8.0,136.0,21.0,10,16
2025-10-22 17:00:00,32.1,23,7.0,995.2,0,0.0,188,65.0,79.2,506.0,16.3,13.8,154.0,27.0,10,17
2025-10-22 18:00:00,31.2,24,5.0,995.5,0,0.0,188,83.1,96.6,755.0,23.5,13.3,129.0,25.0,10,18
2025-10-22 19:00:00,30.2,26,7.1,995.8,0,0.0,188,103.1,115.5,1094.0,33.6,12.6,94.0,23.0,10,19
